EXECDIR,CO_PER_ROL,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,AGE,TDC1,TDC2,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,GVKEY,YEAR,TICKER
0,18498,,278.662,,,,357.219,357.219,,,065609,1996,CHRW
0,18499,,262.763,,,,333.098,333.098,,,065609,1996,CHRW
0,18500,,217.842,,,,244.335,244.335,,,065609,1996,CHRW
0,18501,,250.568,,,,290.773,290.773,,,065609,1996,CHRW
1,18497,,499.023,,,,847.86,737.625,,,065609,1997,CHRW
1,18498,,327.49,,,,530.059,419.824,,,065609,1997,CHRW
0,18499,,315.236,,,,507.863,397.628,,,065609,1997,CHRW
0,18500,,314.908,,,,,344.147,,,065609,1997,CHRW
0,18501,,280.6,,,,,318.057,,,065609,1997,CHRW
0,19062,,152.367,,,,,185.051,,,065609,1997,CHRW
1,18497,,518.14,,,60,530.94,530.94,,,065609,1998,CHRW
1,18498,,392.106,,,52,404.906,404.906,,,065609,1998,CHRW
0,18499,,380.05,,,,392.85,392.85,,,065609,1998,CHRW
0,18500,,371.52,,,,384.32,384.32,,,065609,1998,CHRW
0,18501,,303.691,,,,316.491,316.491,,,065609,1998,CHRW
0,19062,,250.614,,,,263.414,263.414,,,065609,1998,CHRW
1,18497,,527.786,,,61,702.823,536.586,,,065609,1999,CHRW
1,18498,,447.399,,,53,677.849,456.199,,,065609,1999,CHRW
0,18499,,436.5,,,,671.75,450.1,,,065609,1999,CHRW
0,18500,,299.514,,,,401.774,313.114,,,065609,1999,CHRW
0,19062,,306.5,,,,541.75,320.1,,,065609,1999,CHRW
1,18497,,556.647,,,62,858.472,565.147,,,065609,2000,CHRW
1,18498,,467.6,,,54,867.2,476.1,,,065609,2000,CHRW
1,18499,,467.113,,,49,866.713,475.613,,,065609,2000,CHRW
0,18500,,327.113,,,,497.153,340.713,,,065609,2000,CHRW
0,19062,,466.748,,,,6459.811,5482.062,,,065609,2000,CHRW
1,18497,,549.017,,,63,931.631,557.517,,,065609,2001,CHRW
1,18498,,515,,,55,1022.318,523.5,,,065609,2001,CHRW
1,18499,,516.4,,,50,1030.518,531.7,,,065609,2001,CHRW
0,18500,,355,,,,569.827,370.3,,,065609,2001,CHRW
1,19062,,665,,,40,1179.118,680.3,,,065609,2001,CHRW
0,25534,,129.867,,,,,129.867,,,065609,2001,CHRW
0,27306,,444.988,,,,,460.288,,,065609,2001,CHRW
0,27307,,300,,,,,315.3,,,065609,2001,CHRW
1,18497,,174.018,,,64,174.018,174.018,,,065609,2002,CHRW
1,18498,,507.823,,,56,756.018,517.823,,,065609,2002,CHRW
1,18499,,469.223,,,,721.618,483.423,,,065609,2002,CHRW
0,18500,,351.817,,,,488.914,369.817,,,065609,2002,CHRW
1,19062,,654.235,,,41,1029.527,672.235,,,065609,2002,CHRW
0,25534,,353.206,,,,531.852,353.206,,,065609,2002,CHRW
0,27306,,399.723,,,,,468.918,,,065609,2002,CHRW
0,27307,,297.55,,,,,315.55,,,065609,2002,CHRW
0,29207,,356.817,,,,,374.817,,,065609,2002,CHRW
1,18498,,450,,,,460,2398.659,,,065609,2003,CHRW
0,18500,,372.527,,,,900.884,782.527,,,065609,2003,CHRW
1,19062,,725,,,42,2788.142,2862.986,,,065609,2003,CHRW
0,25534,,355,,,,,962.857,,,065609,2003,CHRW
0,27306,,420.556,,,,1255.286,1077.751,,,065609,2003,CHRW
0,27307,,370.556,,,,898.913,780.556,,,065609,2003,CHRW
0,29207,,310,,,,,919.715,,,065609,2003,CHRW
0,30810,,290,,,,,899.715,,,065609,2003,CHRW
0,18500,,403.229,,,,576.146,785.249,,,065609,2004,CHRW
1,19062,,925,,,43,986.353,1854.117,,,065609,2004,CHRW
0,25534,,365,,,,384.718,384.718,,,065609,2004,CHRW
0,27306,,386.808,,,,405.258,405.258,,,065609,2004,CHRW
0,29207,,335,,,,355.987,355.987,,,065609,2004,CHRW
0,30810,,320,,,,342.255,342.255,,,065609,2004,CHRW
0,18500,,461,,,,552.439,928.222,,,065609,2005,CHRW
1,19062,,1125,,,44,5814.986,5814.986,,,065609,2005,CHRW
0,27306,,507.31,,,,1895.975,1895.975,,,065609,2005,CHRW
0,29207,,430,,,,2205.307,2205.307,,,065609,2005,CHRW
0,30810,,430,,,,2212.314,2646.307,,,065609,2005,CHRW
0,17329,,711.656,,,,,844.944,,,065772,1996,MTD
0,17331,,301.372,,,,,363.273,,,065772,1996,MTD
0,17332,,277.055,,,,,339.537,,,065772,1996,MTD
0,17333,,321.891,,,,,328.106,,,065772,1996,MTD
1,17329,,813.187,,,,1896.367,962.215,,,065772,1997,MTD
0,17330,,332.559,,,,1252.394,387.941,,,065772,1997,MTD
0,17331,,304.633,,,,640.192,359.952,,,065772,1997,MTD
0,17332,,369.894,,,,699.279,419.039,,,065772,1997,MTD
0,17333,,413.886,,,,701.88,421.64,,,065772,1997,MTD
0,18961,,263.356,,,,,304.9,,,065772,1997,MTD
1,17329,,928.116,,,43,1496.461,1077.062,,,065772,1998,MTD
0,17330,,373.204,,,,654.723,445.024,,,065772,1998,MTD
0,17331,,313.745,,,,537.716,369.957,,,065772,1998,MTD
0,17332,,331.48,,,,591.174,381.475,,,065772,1998,MTD
0,17333,,356.473,,,,472.744,364.064,,,065772,1998,MTD
0,18961,,273.385,,,,,315.838,,,065772,1998,MTD
1,17329,,1027.562,,,44,1727.079,1202.7,,,065772,1999,MTD
0,17330,,380.243,,,,728.37,455.256,,,065772,1999,MTD
0,17331,,335.291,,,,560.876,1099.007,,,065772,1999,MTD
0,17332,,441.111,,,,931.202,498.092,,,065772,1999,MTD
0,18961,,261.548,,,,415.573,306.327,,,065772,1999,MTD
1,17329,,1062.446,,,45,1235.349,1235.349,,,065772,2000,MTD
0,17330,,360.281,,,,1023.262,2434.984,,,065772,2000,MTD
0,17331,,337.673,,,,739.758,1396.806,,,065772,2000,MTD
0,17332,,411.84,,,,1150.225,2439.79,,,065772,2000,MTD
0,18961,,252.591,,,,,294.653,,,065772,2000,MTD
0,22141,,319.464,,,,1573.571,368.096,,,065772,2000,MTD
1,17329,,1176.942,,,46,1351.211,15029.561,,,065772,2001,MTD
0,17330,,399.063,,,,1038.227,3923.743,,,065772,2001,MTD
0,17331,,320.175,,,,714.014,2181.802,,,065772,2001,MTD
0,17332,,387.983,,,,1094.641,4415.338,,,065772,2001,MTD
0,18961,,241.136,,,,508.735,1045.007,,,065772,2001,MTD
0,26195,,316.727,,,,,344.891,,,065772,2001,MTD
1,17329,,950.067,,,47,2423.447,2423.447,,,065772,2002,MTD
0,17330,,302.661,,,,374.395,374.395,,,065772,2002,MTD
0,17331,,214.057,,,,462.577,462.577,,,065772,2002,MTD
0,26194,,248.987,,,,2625.754,336.907,,,065772,2002,MTD
0,26195,,289.86,,,,844.766,366.477,,,065772,2002,MTD
0,28544,,232.899,,,,324.698,324.698,,,065772,2002,MTD
1,17329,,928.498,,,48,1281.496,1281.496,,,065772,2003,MTD
0,17330,,393.646,,,,1157.66,415.646,,,065772,2003,MTD
0,26194,,299.325,,,,1182.511,403.451,,,065772,2003,MTD
0,26195,,428.575,,,,1287.072,508.012,,,065772,2003,MTD
0,27220,,359.793,,,,1654.885,529.576,,,065772,2003,MTD
0,28544,,322.164,,,,,418.609,,,065772,2003,MTD
1,17329,,1652.147,,,49,2014.197,2868.277,,,065772,2004,MTD
0,17330,,499.247,,,,1359.704,1425.514,,,065772,2004,MTD
0,26195,,726.528,,,,1741.137,1598.212,,,065772,2004,MTD
0,27220,,574.751,,,,1578.107,989.304,,,065772,2004,MTD
0,28544,,394.175,,,,1065.119,1275.267,,,065772,2004,MTD
1,17329,,1861.055,,,,6110.899,32626.958,,,065772,2005,MTD
0,17330,,633.018,,,,1846.097,755.556,,,065772,2005,MTD
0,26195,,749.227,,,,2195.193,1455.584,,,065772,2005,MTD
0,27220,,623.406,,,,2016.387,753.49,,,065772,2005,MTD
0,28544,,507.972,,,,1430.954,669.487,,,065772,2005,MTD
0,20199,,97.039,,,,97.039,97.039,,,066065,1997,URI
0,20200,,47.692,,,,,47.692,,,066065,1997,URI
0,20201,,58.558,,,,58.558,58.558,,,066065,1997,URI
0,20202,,58.558,,,,58.558,58.558,,,066065,1997,URI
0,20199,,740,,,,,741.5,,,066065,1998,URI
0,20200,,725,,,,,726.5,,,066065,1998,URI
0,20201,,515,,,,,516.5,,,066065,1998,URI
0,20202,,375,,,,,376.212,,,066065,1998,URI
0,20203,,356.25,,,,,356.25,,,066065,1998,URI
0,21918,,250,,,,,251.5,,,066065,1998,URI
1,20199,,900,,,43,901.5,901.5,,,066065,1999,URI
1,20200,,800,,,57,980.094,980.094,,,066065,1999,URI
1,20201,,625,,,40,626.5,626.5,,,066065,1999,URI
0,20202,,475,,,39,476.5,476.5,,,066065,1999,URI
1,20203,,425,,,47,426.5,9697.525,,,066065,1999,URI
0,21918,,300,,,,301.5,301.5,,,066065,1999,URI
1,20199,,485,,,44,486.5,486.5,,,066065,2000,URI
1,20200,,450,,,58,451.5,451.5,,,066065,2000,URI
1,20201,,335,,,41,336.5,336.5,,,066065,2000,URI
0,20202,,285,,,40,285,285,,,066065,2000,URI
0,21918,,185,,,51,186.5,186.5,,,066065,2000,URI
1,20199,,485,,,45,19562.2,19562.2,,,066065,2001,URI
1,20200,,450,,,59,12359.9,12359.9,,,066065,2001,URI
1,20201,,335,,,42,11558.2,11558.2,,,066065,2001,URI
0,20202,,285,,,41,5882.2,5882.2,,,066065,2001,URI
1,20199,,885,,,46,19185.913,5038.65,,,066065,2002,URI
1,20200,,750,,,60,5405.991,11282.375,,,066065,2002,URI
1,20201,,635,,,43,5217.653,4788.65,,,066065,2002,URI
0,20202,,267.462,,,,275.302,1242.177,,,066065,2002,URI
1,20199,,831,,,47,1050.55,1050.55,,,066065,2003,URI
1,20200,,715,,,61,,802.4,,,066065,2003,URI
1,20201,,628,,,44,,772.4,,,066065,2003,URI
0,27632,,415,,,50,528.12,528.12,,,066065,2003,URI
0,31271,,241.454,,,,485.031,485.031,,,066065,2003,URI
1,20200,,1238.2,,,,4756.971,4756.971,,,066065,2004,URI
0,20201,,550,,,,3343.394,3343.394,,,066065,2004,URI
0,27632,,616.5,,,,618.345,618.345,,,066065,2004,URI
0,31270,,502.673,,,,1642.142,1642.142,,,066065,2004,URI
0,31271,,352.72,,,,823.435,706.343,,,066065,2004,URI
1,20200,,1186.3,,,63,1243.9,1243.9,,,066065,2005,URI
0,20201,,378.286,,,,395.787,395.787,,,066065,2005,URI
0,27632,,601.2,,,52,603.045,603.045,,,066065,2005,URI
0,31269,,346.154,,,57,346.357,346.357,,,066065,2005,URI
0,31270,,428.338,,,,534.909,534.909,,,066065,2005,URI
0,31271,,253.229,,,,263.895,263.895,,,066065,2005,URI
0,30842,,479.712,,,,,484.962,,,066368,2001,VRSN
0,30844,,347.13,,,,,352.38,,,066368,2001,VRSN
0,30847,,356.573,,,,,358.673,,,066368,2001,VRSN
0,30848,,250.154,,,,,255.866,,,066368,2001,VRSN
0,30849,,126.4281,,,,,126.4281,,,066368,2001,VRSN
0,30842,,679.5,,,,,685,,,066368,2002,VRSN
0,30844,,375.643,,,,,381.143,,,066368,2002,VRSN
0,30845,,366.838,,,,,669.838,,,066368,2002,VRSN
0,30846,,276.391,,,,,278.591,,,066368,2002,VRSN
0,30847,,340.861,,,,,343.061,,,066368,2002,VRSN
0,30848,,354.231,,,,,359.731,,,066368,2002,VRSN
0,30849,,334.727,,,,,334.727,,,066368,2002,VRSN
1,30842,,1309.448,,,42,9942.94,1315.083,,,066368,2003,VRSN
0,30843,,632.346,,,,2209.607,761.136,,,066368,2003,VRSN
0,30844,,591.315,,,,1794.599,983.579,,,066368,2003,VRSN
0,30845,,559.322,,,,,949.443,,,066368,2003,VRSN
0,30846,,501.11,,,,,632.075,,,066368,2003,VRSN
0,30847,,487.483,,,,1687.856,876.836,,,066368,2003,VRSN
0,30848,,596,,,,1467.63,859.365,,,066368,2003,VRSN
0,30849,,1568.121,,,,1568.121,1734.808,,,066368,2003,VRSN
1,30842,,1792.308,,,43,21312.726,6766.644,,,066368,2004,VRSN
0,30843,,737.692,,,,,799.36,,,066368,2004,VRSN
0,30844,,687.692,,,,3151.501,1439.393,,,066368,2004,VRSN
0,30845,,598.331,,,,2652.067,604.821,,,066368,2004,VRSN
0,30846,,557.692,,,,2609.593,1230.235,,,066368,2004,VRSN
0,30847,,606.704,,,,2657.91,821.026,,,066368,2004,VRSN
0,30848,,605.846,,,,1521.948,612.061,,,066368,2004,VRSN
1,30842,,2002.335,,,44,9675.211,18121.519,,,066368,2005,VRSN
0,30843,,699.846,,,,2805.135,1349.805,,,066368,2005,VRSN
0,30844,,683.385,,,,2789.197,2043.463,,,066368,2005,VRSN
0,30845,,598.154,,,,2353.998,1317.606,,,066368,2005,VRSN
0,30846,,556.154,,,,2309.896,1329.629,,,066368,2005,VRSN
0,30847,,670.716,,,,2248.538,4440.053,,,066368,2005,VRSN
1,19776,,150,,,,150,150,,,066446,1998,PWR
0,19777,,170,,,,700.06,170,,,066446,1998,PWR
1,19778,,131.25,,,,131.25,131.25,,,066446,1998,PWR
1,19779,,131.25,,,,474.258,131.25,,,066446,1998,PWR
0,19780,,80.41,,,,,80.41,,,066446,1998,PWR
1,19776,,343.75,,,52,2232.061,350.95,,,066446,1999,PWR
0,19777,,326.25,,,51,1274.006,1087.728,,,066446,1999,PWR
1,19778,,242.8,,,50,1201.271,242.8,,,066446,1999,PWR
1,19779,,231.229,,,43,325.285,231.229,,,066446,1999,PWR
0,19780,,217.5,,,32,499.667,489.231,,,066446,1999,PWR
0,21826,,160,,,,,160,,,066446,1999,PWR
1,19776,,481.25,,,53,3480.216,488.9,,,066446,2000,PWR
0,19777,,435,,,52,1678.71,2683.903,,,066446,2000,PWR
1,19778,,310.25,,,51,861.162,313.175,,,066446,2000,PWR
0,21825,,280.36,,,36,2067.039,288.01,,,066446,2000,PWR
0,21826,,300,,,54,307.65,307.65,,,066446,2000,PWR
0,25635,,364.554,,,,,368.424,,,066446,2000,PWR
1,19776,,306.25,,,54,2254.9,313.9,,,066446,2001,PWR
0,19777,,341.875,,,53,1320.025,349.525,,,066446,2001,PWR
1,19778,,348.934,,,52,738.064,356.584,,,066446,2001,PWR
0,21825,,182.084,,,,,189.734,,,066446,2001,PWR
0,21826,,237.5,,,55,439.25,245.15,,,066446,2001,PWR
0,24156,,472.885,,,42,6461.425,3064.675,,,066446,2001,PWR
0,25635,,407.411,,,,,414.224,,,066446,2001,PWR
1,19776,,437.501,,,55,1430.575,446.001,,,066446,2002,PWR
0,19777,,266.251,,,54,931.134,274.751,,,066446,2002,PWR
1,19778,,253.25,,,53,507.264,261.75,,,066446,2002,PWR
0,21825,,193.75,,,,,202.25,,,066446,2002,PWR
0,21826,,206,,,56,411.415,214.5,,,066446,2002,PWR
0,24156,,257,,,,1550.402,1055.215,,,066446,2002,PWR
0,25635,,245,,,50,529.03,253.385,,,066446,2002,PWR
0,29288,,157.325,,,,,160.96,,,066446,2002,PWR
0,29289,,145,,,,,153.263,,,066446,2002,PWR
1,19776,,538.75,,,56,1214.795,1214.795,,,066446,2003,PWR
0,19777,,293.125,,,55,788.366,788.366,,,066446,2003,PWR
1,19778,,300,,,54,701.814,701.814,,,066446,2003,PWR
0,21825,,300,,,39,677.701,677.701,,,066446,2003,PWR
0,21826,,212.68,,,57,432.396,432.396,,,066446,2003,PWR
0,25635,,261.651,,,,361.866,361.866,,,066446,2003,PWR
0,29288,,305.041,,,,311.896,311.896,,,066446,2003,PWR
0,29289,,202.5,,,,319.656,319.656,,,066446,2003,PWR
0,31132,,183.75,,,,349.582,349.582,,,066446,2003,PWR
1,19776,,612.5,,,57,871.727,871.727,,,066446,2004,PWR
0,19777,,322.5,,,56,481.728,481.728,,,066446,2004,PWR
1,19778,,322.5,,,55,431.724,431.724,,,066446,2004,PWR
0,29288,,244.208,,,57,595.06,595.06,,,066446,2004,PWR
0,29289,,234.85,,,37,304.073,304.073,,,066446,2004,PWR
0,31132,,249.25,,,,317.655,317.655,,,066446,2004,PWR
1,19776,,1387.89,,,58,1697.34,1697.34,,,066446,2005,PWR
0,19777,,748.8,,,57,908.25,908.25,,,066446,2005,PWR
0,19778,,748.8,,,56,858.25,858.25,,,066446,2005,PWR
0,29288,,725.99,,,58,835.44,835.44,,,066446,2005,PWR
0,31132,,497.261,,,35,596.296,596.296,,,066446,2005,PWR
1,27656,,604.129,,,,8073.263,609.379,,,111864,2001,CTSH
0,27657,,183.672,,,,2024.926,973.772,,,111864,2001,CTSH
0,27658,,321.093,,,,1704.291,2850.919,,,111864,2001,CTSH
0,27659,,296.793,,,,1679.991,2004.384,,,111864,2001,CTSH
0,27660,,94.358,,,,98.142,98.142,,,111864,2001,CTSH
1,27656,,945.633,,,,951.133,15064.398,,,111864,2002,CTSH
0,27657,,271.089,,,,274.191,1329.884,,,111864,2002,CTSH
0,27658,,450.106,,,,455.606,455.606,,,111864,2002,CTSH
0,27659,,425.806,,,,431.306,1187.849,,,111864,2002,CTSH
0,27660,,97.928,,,,,101.758,,,111864,2002,CTSH
1,27656,,409.514,,,,15510.823,27063.847,,,111864,2003,CTSH
1,27657,,317.856,,,51,4080.658,1691.367,,,111864,2003,CTSH
0,27658,,581.9,,,35,4126.11,3705.193,,,111864,2003,CTSH
0,27659,,521.373,,,40,3445.417,3560.42,,,111864,2003,CTSH
0,27660,,131.422,,,47,134.335,636.382,,,111864,2003,CTSH
1,27657,,456.546,,,52,461.293,6054.473,,,111864,2004,CTSH
0,27658,,691.939,,,36,698.439,4481.284,,,111864,2004,CTSH
0,27659,,622.746,,,41,667.498,4426.009,,,111864,2004,CTSH
0,27660,,150.122,,,47,759.735,892.521,,,111864,2004,CTSH
1,27657,,422.97,,,53,427.964,5187.13,,,111864,2005,CTSH
0,27658,,641.946,,,37,648.946,7611.707,,,111864,2005,CTSH
0,27659,,577.751,,,42,619.416,8687.326,,,111864,2005,CTSH
0,27660,,188.755,,,48,192.584,1597.646,,,111864,2005,CTSH
1,23190,,29.163,,,,2156.766,29.163,,,112168,1998,RSG
1,23191,,596.461,,,,596.461,596.461,,,112168,1998,RSG
0,23192,,428.461,,,,428.461,428.461,,,112168,1998,RSG
0,23193,,237.692,,,,284.034,284.034,,,112168,1998,RSG
0,23194,,219.189,,,,219.189,219.189,,,112168,1998,RSG
1,23190,,440,,,,2547.511,443.2,,,112168,1999,RSG
1,23191,,484.615,,,,10447.193,673.942,,,112168,1999,RSG
0,23192,,392.308,,,,5362.119,392.308,,,112168,1999,RSG
0,23193,,242.308,,,,2088.414,291.36,,,112168,1999,RSG
0,23194,,200,,,,,203.2,,,112168,1999,RSG
1,23190,,654.829,,,51,658.229,658.229,,,112168,2000,RSG
1,23191,,501.04,,,58,814.472,814.472,,,112168,2000,RSG
0,23192,,506.253,,,,506.253,506.253,,,112168,2000,RSG
0,23193,,331.384,,,52,334.784,334.784,,,112168,2000,RSG
0,23194,,259.275,,,38,262.675,262.675,,,112168,2000,RSG
1,23190,,842.533,,,52,1412.749,852.587,,,112168,2001,RSG
1,23191,,500.324,,,59,813.756,813.756,,,112168,2001,RSG
0,23193,,376.78,,,53,755.948,382.507,,,112168,2001,RSG
0,23194,,303.931,,,39,680.772,307.331,,,112168,2001,RSG
1,23190,,1782.823,,,53,2405.099,2591.399,,,112168,2002,RSG
1,23191,,501.306,,,60,782.153,680.72,,,112168,2002,RSG
0,23193,,663.289,,,54,1074.078,1066.187,,,112168,2002,RSG
0,23194,,513.999,,,40,923.356,915.465,,,112168,2002,RSG
0,25558,,644.592,,,55,1075.985,664.133,,,112168,2002,RSG
1,23190,,1105.034,,,54,2111.566,1495.841,,,112168,2003,RSG
1,23191,,401.14,,,61,507.769,405.148,,,112168,2003,RSG
0,23193,,469.935,,,55,1142.468,731.984,,,112168,2003,RSG
0,23194,,372.845,,,41,943.65,533.166,,,112168,2003,RSG
0,25558,,492.141,,,56,995.266,584.782,,,112168,2003,RSG
1,23190,,1780.815,,,55,3240.021,4405.349,,,112168,2004,RSG
1,23191,,303.461,,,62,386.996,386.996,,,112168,2004,RSG
0,23193,,720.002,,,56,1631.708,2178.189,,,112168,2004,RSG
0,23194,,532.983,,,42,1277.926,1969.109,,,112168,2004,RSG
0,25558,,833.031,,,57,1525.256,1752.352,,,112168,2004,RSG
1,23190,,2352.02,,,56,4383.906,6450.656,,,112168,2005,RSG
1,23191,,200,,,63,328.5,14572.85,,,112168,2005,RSG
0,23193,,880.002,,,57,2047.639,2935.816,,,112168,2005,RSG
0,23194,,649.979,,,43,1600.28,3330.99,,,112168,2005,RSG
0,25558,,1020.038,,,58,2055.707,2249.082,,,112168,2005,RSG
0,16530,,65.446,,,,65.446,65.446,,,114524,1997,EBAY
1,16529,,245.833,,,42,519.694,43002.227,,,114524,1998,EBAY
1,16530,,121,,,31,121,121,,,114524,1998,EBAY
0,16531,,171,,,42,212.022,14913.5,,,114524,1998,EBAY
0,16532,,150,,,44,151.5,9549,,,114524,1998,EBAY
0,16533,,150,,,41,150,10938,,,114524,1998,EBAY
1,16534,,121,,,34,122.5,122.5,,,114524,1998,EBAY
0,20041,,112.265,,,,,113.765,,,114524,1998,EBAY
0,20042,,80.22,,,,,102.718,,,114524,1998,EBAY
1,16529,,292.5,,,43,294.455,294.455,,,114524,1999,EBAY
0,16533,,202.5,,,,202.858,202.858,,,114524,1999,EBAY
0,20040,,292.327,,,,30929.588,315.502,,,114524,1999,EBAY
0,20041,,216,,,,217.879,13209.153,,,114524,1999,EBAY
0,20042,,216,,,,216.379,23450.769,,,114524,1999,EBAY
0,22261,,80.807,,,,,87.403,,,114524,1999,EBAY
0,22262,,192.487,,,,,194.231,,,114524,1999,EBAY
1,16529,,297.914,,,44,299.796,299.796,,,114524,2000,EBAY
0,20040,,953.151,,,45,953.535,1112.31,,,114524,2000,EBAY
0,20041,,255.139,,,46,257.004,15158.354,,,114524,2000,EBAY
0,22261,,426.254,,,42,6031.729,457.004,,,114524,2000,EBAY
0,22262,,293.389,,,36,295.261,1228.16,,,114524,2000,EBAY
0,24114,,27.576,,,,,41.64,,,114524,2000,EBAY
1,16529,,380.588,,,45,24699.913,382.472,,,114524,2001,EBAY
0,20040,,1146.137,,,46,17358.148,6003.559,,,114524,2001,EBAY
0,22261,,789.445,,,43,13763.506,3105.722,,,114524,2001,EBAY
0,22262,,412.902,,,37,10141.762,2212.748,,,114524,2001,EBAY
0,24114,,485.692,,,45,577.819,577.819,,,114524,2001,EBAY
1,16529,,579.706,,,46,14096.491,918.34,,,114524,2002,EBAY
0,20040,,1368.404,,,47,7958.583,8292.115,,,114524,2002,EBAY
0,22261,,1084.864,,,44,7015.704,3661.673,,,114524,2002,EBAY
0,22262,,806.127,,,38,6974.091,2930.521,,,114524,2002,EBAY
0,24114,,552.575,,,46,6045.644,2453.466,,,114524,2002,EBAY
1,16529,,2002.955,,,47,33150.035,2384.09,,,114524,2003,EBAY
0,20040,,1848.608,,,48,15395.583,23245.16,,,114524,2003,EBAY
0,22261,,1298.138,,,45,8687.706,12028.621,,,114524,2003,EBAY
0,22262,,1019.348,,,39,8410.157,11582.921,,,114524,2003,EBAY
0,24114,,751.418,,,47,6910.718,4833.784,,,114524,2003,EBAY
0,30735,,617.4,,,,,619.679,,,114524,2003,EBAY
1,16529,,2547.532,,,48,26243.79,2909.906,,,114524,2004,EBAY
0,20040,,2500.482,,,49,15176.721,46433.9,,,114524,2004,EBAY
0,22261,,1429.257,,,46,9989.595,23792.823,,,114524,2004,EBAY
0,22262,,1419.208,,,40,9977.222,19234.536,,,114524,2004,EBAY
0,24114,,1445.82,,,48,7292.26,15718.432,,,114524,2004,EBAY
0,30735,,761.036,,,,,764.755,,,114524,2004,EBAY
1,16529,,2692.667,,,49,15750.463,3101.067,,,114524,2005,EBAY
0,20040,,1424.588,,,50,8593.813,16690.239,,,114524,2005,EBAY
0,22261,,1232.992,,,47,5515.39,17094.455,,,114524,2005,EBAY
0,30734,,1785.815,,,45,20964.269,1789.516,,,114524,2005,EBAY
0,30735,,1004.391,,,44,10412.039,9105.037,,,114524,2005,EBAY
1,18285,,16362.153,,,53,25205.056,25205.056,,,114628,1999,GS
1,18286,,14055.986,,,44,21595.471,21595.471,,,114628,1999,GS
1,18287,,14055.986,,,46,21595.513,21595.513,,,114628,1999,GS
1,18288,,12548.193,,,54,19208.275,19208.275,,,114628,1999,GS
0,18289,,7647.523,,,,11507.635,11507.635,,,114628,1999,GS
0,18290,,7647.523,,,,11513.505,11513.505,,,114628,1999,GS
1,18285,,14656.6,,,54,25348.846,18554.054,,,114628,2000,GS
1,18286,,12697.3,,,45,21875.578,16052.199,,,114628,2000,GS
1,18287,,12697.3,,,47,21875.578,16052.199,,,114628,2000,GS
1,18288,,10834.107,,,55,18541.359,13645.555,,,114628,2000,GS
0,18289,,7543.9,,,,12691.899,9423.466,,,114628,2000,GS
0,18290,,7543.9,,,,12713.356,9444.923,,,114628,2000,GS
0,24950,,9830.8,,,,,12377.005,,,114628,2000,GS
0,24951,,10775.8,,,,,13588.614,,,114628,2000,GS
1,18285,,12150.5,,,55,22955.694,12204.499,,,114628,2001,GS
1,18286,,10544,,,46,19836.584,10626.985,,,114628,2001,GS
1,18287,,10544,,,48,19836.584,10626.985,,,114628,2001,GS
1,18288,,8528,,,56,15864.923,8589.905,,,114628,2001,GS
0,18290,,6008,,,,10947.838,6090.985,,,114628,2001,GS
0,24950,,10103,,,,,10185.985,,,114628,2001,GS
0,24951,,7898,,,,,7980.985,,,114628,2001,GS
0,26649,,6008,,,,,6047.645,,,114628,2001,GS
1,18285,,6853.5,,,56,13239.463,9511.884,,,114628,2002,GS
1,18286,,6353.5,,,47,12152.153,8788.039,,,114628,2002,GS
1,18287,,6353.5,,,49,12152.153,8788.039,,,114628,2002,GS
0,18290,,4353.5,,,,,5772.43,,,114628,2002,GS
1,24950,,8853.5,,,48,17739.083,12557.53,,,114628,2002,GS
0,24951,,5353.5,,,,9917.457,7280.274,,,114628,2002,GS
0,26649,,4603.5,,,,,6104.203,,,114628,2002,GS
0,28400,,3372.5,,,,,4234.628,,,114628,2002,GS
1,18285,,600,,,57,21518.234,21518.234,,,114628,2003,GS
1,18286,,10844.5,,,,20199.625,20199.625,,,114628,2003,GS
0,18290,,6824.5,,,,12294.874,12294.874,,,114628,2003,GS
1,24950,,10844.5,,,49,20346.882,20346.882,,,114628,2003,GS
0,24951,,7094.5,,,,12634.481,12634.481,,,114628,2003,GS
0,26649,,7094.5,,,,12607.759,12607.759,,,114628,2003,GS
0,28400,,5367.5,,,,9086.363,9086.363,,,114628,2003,GS
1,18285,,600,,,58,29959.341,29959.341,,,114628,2004,GS
0,18290,,10345.5,,,,19248.162,19248.162,,,114628,2004,GS
1,24950,,15595.5,,,50,29750.962,29750.962,,,114628,2004,GS
0,26649,,9595.5,,,,17511.314,17511.314,,,114628,2004,GS
0,28400,,9617.5,,,,17517.331,17517.331,,,114628,2004,GS
0,30182,,9345.5,,,,17071.032,17071.032,,,114628,2004,GS
1,18285,,600,,,59,40786.78,31001.847,,,114628,2005,GS
0,18290,,12845.5,,,,25818.885,19811.322,,,114628,2005,GS
1,24950,,19720.5,,,51,40554.395,30836.946,,,114628,2005,GS
0,28400,,11367.5,,,,22375.56,17177.458,,,114628,2005,GS
0,30182,,11345.5,,,,22397.953,17199.851,,,114628,2005,GS
0,19666,,149.134,,,,149.134,149.134,,,117768,1997,NVDA
0,19667,,202.122,,,,,202.122,,,117768,1997,NVDA
0,19669,,135.721,,,,135.721,135.721,,,117768,1997,NVDA
0,19670,,133.125,,,,133.125,133.125,,,117768,1997,NVDA
