,tic,fyear
4276,NFLX,2018
4277,NFLX,2019
4278,NFLX,2020
4279,TDG,2011
4280,TDG,2012
4281,TDG,2013
4282,TDG,2014
4283,TDG,2015
4284,TDG,2016
4285,TDG,2017
4286,TDG,2018
4287,TDG,2019
4288,TDG,2020
4289,CME,2011
4290,CME,2012
4291,CME,2013
4292,CME,2014
4293,CME,2015
4294,CME,2016
4295,CME,2017
4296,CME,2018
4297,CME,2019
4298,CME,2020
4299,WYNN,2011
4300,WYNN,2012
4301,WYNN,2013
4302,WYNN,2014
4303,WYNN,2015
4304,WYNN,2016
4305,WYNN,2017
4306,WYNN,2018
4307,WYNN,2019
4308,WYNN,2020
4309,NDAQ,2011
4310,NDAQ,2012
4311,NDAQ,2013
4312,NDAQ,2014
4313,NDAQ,2015
4314,NDAQ,2016
4315,NDAQ,2017
4316,NDAQ,2018
4317,NDAQ,2019
4318,NDAQ,2020
4319,STX,2011
4320,STX,2012
4321,STX,2013
4322,STX,2014
4323,STX,2015
4324,STX,2016
4325,STX,2017
4326,STX,2018
4327,STX,2019
4328,STX,2020
4329,MOH,2011
4330,MOH,2012
4331,MOH,2013
4332,MOH,2014
4333,MOH,2015
4334,MOH,2016
4335,MOH,2017
4336,MOH,2018
4337,MOH,2019
4338,MOH,2020
4339,LKQ,2011
4340,LKQ,2012
4341,LKQ,2013
4342,LKQ,2014
4343,LKQ,2015
4344,LKQ,2016
4345,LKQ,2017
4346,LKQ,2018
4347,LKQ,2019
4348,LKQ,2020
4349,AIZ,2011
4350,AIZ,2012
4351,AIZ,2013
4352,AIZ,2014
4353,AIZ,2015
4354,AIZ,2016
4355,AIZ,2017
4356,AIZ,2018
4357,AIZ,2019
4358,AIZ,2020
4359,CRM,2010
4360,CRM,2011
4361,CRM,2012
4362,CRM,2013
4363,CRM,2014
4364,CRM,2015
4365,CRM,2016
4366,CRM,2017
4367,CRM,2018
4368,CRM,2019
4369,CRM,2020
4370,MKTX,2011
4371,MKTX,2012
4372,MKTX,2013
4373,MKTX,2014
4374,MKTX,2015
4375,MKTX,2016
4376,MKTX,2017
4377,MKTX,2018
4378,MKTX,2019
4379,MKTX,2020
4380,DPZ,2011
4381,DPZ,2012
4382,DPZ,2013
4383,DPZ,2014
4384,DPZ,2015
4385,DPZ,2016
4386,DPZ,2017
4387,DPZ,2018
4388,DPZ,2019
4389,DPZ,2020
4390,MA,2011
4391,MA,2012
4392,MA,2013
4393,MA,2014
4394,MA,2015
4395,MA,2016
4396,MA,2017
4397,MA,2018
4398,MA,2019
4399,MA,2020
4400,GOOGL,2011
4401,GOOGL,2012
4402,GOOGL,2013
4403,GOOGL,2014
4404,GOOGL,2015
4405,GOOGL,2016
4406,GOOGL,2017
4407,GOOGL,2018
4408,GOOGL,2019
4409,GOOGL,2020
4410,EXR,2011
4411,EXR,2012
4412,EXR,2013
4413,EXR,2014
4414,EXR,2015
4415,EXR,2016
4416,EXR,2017
4417,EXR,2018
4418,EXR,2019
4419,EXR,2020
4420,SBNY,2011
4421,SBNY,2012
4422,SBNY,2013
4423,SBNY,2014
4424,SBNY,2015
4425,SBNY,2016
4426,SBNY,2017
4427,SBNY,2018
4428,SBNY,2019
4429,SBNY,2020
4430,MPWR,2011
4431,MPWR,2012
4432,MPWR,2013
4433,MPWR,2014
4434,MPWR,2015
4435,MPWR,2016
4436,MPWR,2017
4437,MPWR,2018
4438,MPWR,2019
4439,MPWR,2020
4440,DLR,2011
4441,DLR,2012
4442,DLR,2013
4443,DLR,2014
4444,DLR,2015
4445,DLR,2016
4446,DLR,2017
4447,DLR,2018
4448,DLR,2019
4449,DLR,2020
4450,LVS,2011
4451,LVS,2012
4452,LVS,2013
4453,LVS,2014
4454,LVS,2015
4455,LVS,2016
4456,LVS,2017
4457,LVS,2018
4458,LVS,2019
4459,LVS,2020
4460,MOS,2010
4461,MOS,2011
4462,MOS,2012
4463,MOS,2013
4464,MOS,2014
4465,MOS,2015
4466,MOS,2016
4467,MOS,2017
4468,MOS,2018
4469,MOS,2019
4470,MOS,2020
4471,CE,2011
4472,CE,2012
4473,CE,2013
4474,CE,2014
4475,CE,2015
4476,CE,2016
4477,CE,2017
4478,CE,2018
4479,CE,2019
4480,CE,2020
4481,DXCM,2011
4482,DXCM,2012
4483,DXCM,2013
4484,DXCM,2014
4485,DXCM,2015
4486,DXCM,2016
4487,DXCM,2017
4488,DXCM,2018
4489,DXCM,2019
4490,DXCM,2020
4491,ICE,2011
4492,ICE,2012
4493,ICE,2013
4494,ICE,2014
4495,ICE,2015
4496,ICE,2016
4497,ICE,2017
4498,ICE,2018
4499,ICE,2019
4500,ICE,2020
4501,CF,2011
4502,CF,2012
4503,CF,2013
4504,CF,2014
4505,CF,2015
4506,CF,2016
4507,CF,2017
4508,CF,2018
4509,CF,2019
4510,CF,2020
4511,WBD,2011
4512,WBD,2012
4513,WBD,2013
4514,WBD,2014
4515,WBD,2015
4516,WBD,2016
4517,WBD,2017
4518,WBD,2018
4519,WBD,2019
4520,WBD,2020
4521,AMP,2011
4522,AMP,2012
4523,AMP,2013
4524,AMP,2014
4525,AMP,2015
4526,AMP,2016
4527,AMP,2017
4528,AMP,2018
4529,AMP,2019
4530,AMP,2020
4531,LDOS,2010
4532,LDOS,2011
4533,LDOS,2012
4534,LDOS,2013
4535,LDOS,2014
4536,LDOS,2015
4537,LDOS,2016
4538,LDOS,2017
4539,LDOS,2018
4540,LDOS,2019
4541,LDOS,2020
4542,LYV,2011
4543,LYV,2012
4544,LYV,2013
4545,LYV,2014
4546,LYV,2015
4547,LYV,2016
4548,LYV,2017
4549,LYV,2018
4550,LYV,2019
4551,LYV,2020
4552,CMG,2011
4553,CMG,2012
4554,CMG,2013
4555,CMG,2014
4556,CMG,2015
4557,CMG,2016
4558,CMG,2017
4559,CMG,2018
4560,CMG,2019
4561,CMG,2020
4562,FIS,2011
4563,FIS,2012
4564,FIS,2013
4565,FIS,2014
4566,FIS,2015
4567,FIS,2016
4568,FIS,2017
4569,FIS,2018
4570,FIS,2019
4571,FIS,2020
4572,META,2011
4573,META,2012
4574,META,2013
4575,META,2014
4576,META,2015
4577,META,2016
4578,META,2017
4579,META,2018
4580,META,2019
4581,META,2020
4582,FANG,2011
4583,FANG,2012
4584,FANG,2013
4585,FANG,2014
4586,FANG,2015
4587,FANG,2016
4588,FANG,2017
4589,FANG,2018
4590,FANG,2019
4591,FANG,2020
4592,PSX,2011
4593,PSX,2012
4594,PSX,2013
4595,PSX,2014
4596,PSX,2015
4597,PSX,2016
4598,PSX,2017
4599,PSX,2018
4600,PSX,2019
4601,PSX,2020
4602,NOW,2011
4603,NOW,2012
4604,NOW,2013
4605,NOW,2014
4606,NOW,2015
4607,NOW,2016
4608,NOW,2017
4609,NOW,2018
4610,NOW,2019
4611,NOW,2020
4612,FSLR,2011
4613,FSLR,2012
4614,FSLR,2013
4615,FSLR,2014
4616,FSLR,2015
4617,FSLR,2016
4618,FSLR,2017
4619,FSLR,2018
4620,FSLR,2019
4621,FSLR,2020
4622,BR,2011
4623,BR,2012
4624,BR,2013
4625,BR,2014
4626,BR,2015
4627,BR,2016
4628,BR,2017
4629,BR,2018
4630,BR,2019
4631,BR,2020
4632,TEL,2011
4633,TEL,2012
4634,TEL,2013
4635,TEL,2014
4636,TEL,2015
4637,TEL,2016
4638,TEL,2017
4639,TEL,2018
4640,TEL,2019
4641,TEL,2020
4642,DFS,2011
4643,DFS,2012
4644,DFS,2013
4645,DFS,2014
4646,DFS,2015
4647,DFS,2016
4648,DFS,2017
4649,DFS,2018
4650,DFS,2019
4651,DFS,2020
4652,MSCI,2011
4653,MSCI,2012
4654,MSCI,2013
4655,MSCI,2014
4656,MSCI,2015
4657,MSCI,2016
4658,MSCI,2017
4659,MSCI,2018
4660,MSCI,2019
4661,MSCI,2020
4662,ULTA,2010
4663,ULTA,2011
4664,ULTA,2012
4665,ULTA,2013
4666,ULTA,2014
4667,ULTA,2015
4668,ULTA,2016
4669,ULTA,2017
4670,ULTA,2018
4671,ULTA,2019
4672,ULTA,2020
4673,AWK,2011
4674,AWK,2012
4675,AWK,2013
4676,AWK,2014
4677,AWK,2015
4678,AWK,2016
4679,AWK,2017
4680,AWK,2018
4681,AWK,2019
4682,AWK,2020
4683,V,2011
4684,V,2012
4685,V,2013
4686,V,2014
4687,V,2015
4688,V,2016
4689,V,2017
4690,V,2018
4691,V,2019
4692,V,2020
4693,PM,2011
4694,PM,2012
4695,PM,2013
4696,PM,2014
4697,PM,2015
4698,PM,2016
4699,PM,2017
4700,PM,2018
4701,PM,2019
4702,PM,2020
4703,ATVI,2011
4704,ATVI,2012
4705,ATVI,2013
4706,ATVI,2014
4707,ATVI,2015
4708,ATVI,2016
4709,ATVI,2017
4710,ATVI,2018
4711,ATVI,2019
4712,ATVI,2020
4713,VRSK,2011
4714,VRSK,2012
4715,VRSK,2013
4716,VRSK,2014
4717,VRSK,2015
4718,VRSK,2016
4719,VRSK,2017
4720,VRSK,2018
4721,VRSK,2019
4722,VRSK,2020
4723,AVGO,2011
4724,AVGO,2012
4725,AVGO,2013
4726,AVGO,2014
4727,AVGO,2015
4728,AVGO,2016
4729,AVGO,2017
4730,AVGO,2018
4731,AVGO,2019
4732,AVGO,2020
4733,FTNT,2011
4734,FTNT,2012
4735,FTNT,2013
4736,FTNT,2014
4737,FTNT,2015
4738,FTNT,2016
4739,FTNT,2017
4740,FTNT,2018
4741,FTNT,2019
4742,FTNT,2020
4743,GNRC,2011
4744,GNRC,2012
4745,GNRC,2013
4746,GNRC,2014
4747,GNRC,2015
4748,GNRC,2016
4749,GNRC,2017
4750,GNRC,2018
4751,GNRC,2019
4752,GNRC,2020
4753,CBOE,2011
4754,CBOE,2012
4755,CBOE,2013
4756,CBOE,2014
4757,CBOE,2015
4758,CBOE,2016
4759,CBOE,2017
4760,CBOE,2018
4761,CBOE,2019
4762,CBOE,2020
4763,FLT,2011
4764,FLT,2012
4765,FLT,2013
4766,FLT,2014
4767,FLT,2015
4768,FLT,2016
4769,FLT,2017
4770,FLT,2018
4771,FLT,2019
4772,FLT,2020
4773,NXPI,2011
4774,NXPI,2012
4775,NXPI,2013
4776,NXPI,2014
4777,NXPI,2015
4778,NXPI,2016
4779,NXPI,2017
4780,NXPI,2018
4781,NXPI,2019
4782,NXPI,2020
4783,TSLA,2011
4784,TSLA,2012
4785,TSLA,2013
4786,TSLA,2014
4787,TSLA,2015
4788,TSLA,2016
4789,TSLA,2017
4790,TSLA,2018
4791,TSLA,2019
4792,TSLA,2020
4793,TRGP,2011
4794,TRGP,2012
4795,TRGP,2013
4796,TRGP,2014
4797,TRGP,2015
4798,TRGP,2016
4799,TRGP,2017
4800,TRGP,2018
4801,TRGP,2019
4802,TRGP,2020
4803,HII,2011
4804,HII,2012
4805,HII,2013
4806,HII,2014
4807,HII,2015
4808,HII,2016
4809,HII,2017
4810,HII,2018
4811,HII,2019
4812,HII,2020
4813,MPC,2011
4814,MPC,2012
4815,MPC,2013
4816,MPC,2014
4817,MPC,2015
4818,MPC,2016
4819,MPC,2017
4820,MPC,2018
4821,MPC,2019
4822,MPC,2020
4823,ENPH,2011
4824,ENPH,2012
4825,ENPH,2013
4826,ENPH,2014
4827,ENPH,2015
4828,ENPH,2016
4829,ENPH,2017
4830,ENPH,2018
4831,ENPH,2019
4832,ENPH,2020
4833,EPAM,2011
4834,EPAM,2012
4835,EPAM,2013
4836,EPAM,2014
4837,EPAM,2015
4838,EPAM,2016
4839,EPAM,2017
4840,EPAM,2018
4841,EPAM,2019
4842,EPAM,2020
4843,XYL,2011
4844,XYL,2012
4845,XYL,2013
4846,XYL,2014
4847,XYL,2015
4848,XYL,2016
4849,XYL,2017
4850,XYL,2018
4851,XYL,2019
4852,XYL,2020
4853,CBRE,2011
4854,CBRE,2012
4855,CBRE,2013
4856,CBRE,2014
4857,CBRE,2015
4858,CBRE,2016
4859,CBRE,2017
4860,CBRE,2018
4861,CBRE,2019
4862,CBRE,2020
4863,LYB,2011
4864,LYB,2012
4865,LYB,2013
4866,LYB,2014
4867,LYB,2015
4868,LYB,2016
4869,LYB,2017
4870,LYB,2018
4871,LYB,2019
4872,LYB,2020
4873,ALLE,2012
4874,ALLE,2013
4875,ALLE,2014
4876,ALLE,2015
4877,ALLE,2016
4878,ALLE,2017
4879,ALLE,2018
4880,ALLE,2019
4881,ALLE,2020
