,Unnamed: 0,total_director_comp,year,mkvalt,size_category,signature_index,net_income,num_employees,debt_to_equity,assets_in_place,capex_by_assets,return_on_equity
8300,8300,2660.8920000000003,2018,10.420310655415642,Medium,4df86a34a2cd402cb9a46f4e6c125d30,6.342121418721152,4.007333185232471,1.6616363823016118,0.0571626138066151,0.0055702815873381,0.0218201375283316
8301,8301,2660.8920000000003,2019,11.356743473425556,Medium,213cb45b232729a34186337d1dcfa2e3,7.1846291527173145,3.970291913552122,1.25269958467928,0.0675857568217971,0.0059142635722151,0.0537994044948403
8302,8302,1294.802,2012,11.053140303299065,Medium,368556f5931723151f69931d71d22fc0,6.406879986069314,0.7547125362181001,0.3829787234042553,0.2742474916387959,0.0979933110367893,0.2026755852842809
8303,8303,1294.802,2013,11.843602391172924,Medium,bcf7ee28bbb2ac37cbfb24218eb27151,6.907755278982137,1.1631508098056809,0.2923045519493774,0.3040593903016901,0.0957194755962723,0.1579529300268519
8304,8304,1294.802,2014,12.29326789728047,Large,af97b275b269e3dafbfc6613aab503b3,3.970291913552122,1.5301782314484682,0.2848149723521905,0.2167119115407535,0.0817718334105806,0.0035092365755147
8305,8305,1294.802,2015,12.604035347504492,Large,df5cc5b04ccda074abcff5306ccd7853,7.313220387090301,1.84640547034138,0.1567550096961861,0.2314613020396758,0.0761106454316848,0.0838222967309304
8306,8306,1294.802,2016,12.71507039976003,Large,bc5a2617c5e3b6b63e85d286aefe423d,7.986164860332727,2.21909478249502,0.1132535460992907,0.1439378857256619,0.0455653991638463,0.0731634481385626
8307,8307,1294.802,2017,13.147627065924187,Large,5ce5609ae19b2e2c4a67d04764a8e1f5,8.212839584676484,2.5408930808280275,0.1173504002894748,0.158256927156071,0.0510656384722812,0.0746452931770801
8308,8308,1294.802,2018,12.8323609082465,Large,332b9640f339fb2c4eab0d2f8aab1656,9.231808278591423,2.836032894796316,0.0974254147379802,0.1816936315635535,0.0691337879650867,0.1572789827742799
8309,8309,1294.802,2019,13.280004529866725,Large,c8f82e1226b1a0b18cff20ccc35ff783,9.676210469940312,3.223067029486669,0.1368851466770683,0.2169442998438313,0.0796578486583692,0.1885145047560456
8310,8310,622.025,2012,6.5613013506160085,Small,32c63f41814f8e6a0a9e90c5dcda3bda,2.106083472626257,,0.6330960449838127,1.458917092228592,0.3145429146113137,0.0476242920987496
