signature_index,total_director_comp
a3b6f95bff5c1506d46d1c915591cded,772.64
a3b6f95bff5c1506d46d1c915591cded,772.64
55439ef9f763b6884d2edbae802850dc,772.64
55439ef9f763b6884d2edbae802850dc,772.64
55439ef9f763b6884d2edbae802850dc,772.64
55439ef9f763b6884d2edbae802850dc,772.64
9d77cb02dc3076afabcff10a2fa38b34,772.64
9d77cb02dc3076afabcff10a2fa38b34,772.64
9d77cb02dc3076afabcff10a2fa38b34,772.64
9d77cb02dc3076afabcff10a2fa38b34,772.64
8e02af241cffbc5fcedd624bb70acc32,772.64
8e02af241cffbc5fcedd624bb70acc32,772.64
8e02af241cffbc5fcedd624bb70acc32,772.64
8e02af241cffbc5fcedd624bb70acc32,772.64
df533627533d06fd9285afc71e792b2a,1928.264
205515f1dc1c38dc6e9ce1d495262bba,1928.264
a0b56754fea9875ce8d7d7d99f60d023,1928.264
a8d66393e8b3251949834970b2281ccd,2519.489
be90f756731a61d7fa09741ae6d73fa7,2519.489
2d9d65e4118507f6e363c61eff6338fb,1010.0
0d330691d4a999970305fb875e336dfc,1382.624
0782fe8b46b26e487ab2c58c17d1c587,1382.624
69efa86528f3f2f60efb2df3316e6d8a,1479.9489999999998
46b5e9a787203e36680297062ac96f74,3166.349
04048cbd23a393ececf5bb2edbc1c805,3166.349
9603bee6af5124567532fe5a145bf543,3054.129
9b835c9b17c6037b199ec09669b8265d,818.38
d4d7adbf40b6df548d900cd6157dc3e4,1211.276
35564e4d815fbca77569077578c06ef8,1211.276
9ae70c1ba7a300062a8e78cba520fece,1211.276
78b8ca9f8f884f7724a8a9311d25e833,1172.301
0730d30189a9e57740c2accb6657bba3,655.022
de3b84e539576712e7b7ad46216e313b,620.9010000000001
2cefe1bf0469844c361c029d988091ba,620.9010000000001
30960580c06b4f1c7602e2320f617f0d,620.9010000000001
7d9df09473aa1a6f3a608f694096da6c,268.926
4175a0f76abacaeb2b6211312dd2cdbe,268.926
0a3a9cf099b97c7fc485aa9a2f622da9,302.5
e23d14b3037aae9f2f3808e31bf92d10,370.362
bf4a764239925552783cd524126370a4,370.362
4ba265aceebf418304d95acc6bf7ee46,370.362
34f17cbdc11567bffaaba85e4aa30d7a,0.0
58005ef83812589ce047027b2a097766,0.0
b33c9610b47875a2cebb9d47b97dd758,200.136
46be5701765385ac27f8a4d0adabf5f6,200.136
