Unnamed: 0,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,size_category,signature_index
1195,6266,JNJ,324.893,20.0,0.0,130.0,174.893,0.0,SP,47816010,JOHNSON & JOHNSON,2017,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,374802.393,Large,2449a1bba5b16e4aca6591c4d0a97853
1196,6266,JNJ,339.94,20.0,0.0,135.0,184.94,0.0,SP,47816010,JOHNSON & JOHNSON,2018,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,343572.9122,Large,d9d535528a72e5825acba41fc16c8108
1197,6266,JNJ,344.979,20.0,0.0,140.0,184.979,0.0,SP,47816010,JOHNSON & JOHNSON,2019,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,384003.7961,Large,1f8fcf8674158904d84a125fdcea21f6
1454,7257,MRK,345.0,210.0,0.0,135.0,0.0,0.0,SP,58933Y10,MERCK & CO,2019,2010,3259.442,1157.225,0.0,1537.417,0.0,564.8,230923.5962,Large,d84c8abe67f07c700bf5618009b3053e
1511,7647,BAC,305.0,5.0,0.0,100.0,200.0,0.0,SP,06050510,BANK OF AMERICA CORP,2016,2010,3693.762,443.762,0.0,1157.0,2093.0,0.0,222163.0346,Large,ec688351db3045a7464d582cdb56a4b5
1512,7647,BAC,408.752,108.752,0.0,100.0,200.0,0.0,SP,06050510,BANK OF AMERICA CORP,2017,2010,3693.762,443.762,0.0,1157.0,2093.0,0.0,303681.155,Large,fb660f2bac574c2848c1d3986f8a9518
1513,7647,BAC,518.223,168.223,0.0,100.0,250.0,0.0,SP,06050510,BANK OF AMERICA CORP,2018,2010,3693.762,443.762,0.0,1157.0,2093.0,0.0,238251.207,Large,8902971079701f258470a61a2156ed70
1514,7647,BAC,571.979,221.979,0.0,100.0,250.0,0.0,SP,06050510,BANK OF AMERICA CORP,2019,2010,3693.762,443.762,0.0,1157.0,2093.0,0.0,311209.1678,Large,d1d4c9dbde0163593dd77886c3be2cc4
1617,8007,WFC,303.005,5.0,0.0,148.0,150.005,0.0,SP,94974610,WELLS FARGO & CO,2013,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,238675.2002,Large,312fb7d26af246a51b98e83e835b5396
1618,8007,WFC,310.035,0.0,0.0,150.0,160.035,0.0,SP,94974610,WELLS FARGO & CO,2014,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,283438.5322,Large,211ae20465b120398b752b7d50f3031e
1619,8007,WFC,352.027,0.0,0.0,172.0,180.027,0.0,SP,94974610,WELLS FARGO & CO,2015,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,276808.1324,Large,324cf37895e87e62c0bed7a39d2dacd3
1620,8007,WFC,377.002,5.0,0.0,192.0,180.002,0.0,SP,94974610,WELLS FARGO & CO,2016,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,276437.767,Large,2a749a076cf5e9b9aaa59af77149aaf3
1621,8007,WFC,368.048,0.0,0.0,188.0,180.048,0.0,SP,94974610,WELLS FARGO & CO,2017,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,296774.4034,Large,3e72b65e79987d9af9fa25ebc76586a1
1622,8007,WFC,631.004,0.0,0.0,451.0,180.004,0.0,SP,94974610,WELLS FARGO & CO,2018,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,211104.1843,Large,4d37c8b05e435067ff59708511ff12ae
1623,8007,WFC,635.025,0.0,0.0,455.0,180.025,0.0,SP,94974610,WELLS FARGO & CO,2019,2010,4580.163,0.0,0.0,1805.75,1050.09,1724.323,222432.1188,Large,861b5d0198a48e35c5811675996cf6a5
1770,8530,PFE,370.0,15.0,0.0,167.5,187.5,0.0,SP,71708110,PFIZER INC,2017,2010,3128.583,236.76,0.0,1713.503,1178.32,0.0,216559.38,Large,cfc407d63002b076dd0bb4792cc294b9
1771,8530,PFE,363.393,0.0,0.0,170.893,192.5,0.0,SP,71708110,PFIZER INC,2018,2010,3128.583,236.76,0.0,1713.503,1178.32,0.0,249547.05,Large,e4fea1aaf695468c7d4d817ead44d1a2
1772,8530,PFE,380.0,15.0,0.0,172.5,192.5,0.0,SP,71708110,PFIZER INC,2019,2010,3128.583,236.76,0.0,1713.503,1178.32,0.0,216822.12,Large,247c0e2df87e23f0cc8fceec06931d02
